epoch,accuracy,loss,top1,val_accuracy,val_loss,val_top1
8,0.9560892581939697,0.11208024621009827,0.9560892581939697,0.9447138905525208,0.17226184904575348,0.9447138905525208
9,0.9558466672897339,0.09857217222452164,0.9558466672897339,0.9796314239501953,0.06935290992259979,0.9796314239501953
10,0.9633672833442688,0.10221248120069504,0.9633672833442688,0.9127061367034912,0.2743974030017853,0.9127061367034912
11,0.9592430591583252,0.09050028771162033,0.9592430591583252,0.9563530683517456,0.12505553662776947,0.9563530683517456
12,0.9694322943687439,0.07720716297626495,0.9694322943687439,0.9786614775657654,0.06874573230743408,0.9786614775657654
